issuer_name,cusip,isin,figi,meeting_date,date_parsed_w_certainty,vote_description,other_vote_description,vote_source,management_recommendation,how_voted,shares_voted,total_shares_voted,shares_on_loan,vote_manager,vote_series,vote_other_info,accession,date_recorded,order_recorded,filer_cik,filer_name,fund_id,fund_id_type
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,3791.0,3791.0,0.0,,,,0001104659-24-090775,2024-09-18,0,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,675.0,675.0,0.0,,,,0001104659-24-090775,2024-09-18,0,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,4407.0,4407.0,0.0,,,,0001104659-24-090775,2024-09-18,0,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,18.0,18.0,0.0,,,,0001104659-24-090775,2024-09-18,0,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,2691.0,2691.0,0.0,,,,0001104659-24-090775,2024-09-18,0,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,530.0,530.0,0.0,,,,0001104659-24-090775,2024-09-18,0,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,43.0,43.0,0.0,,,,0001104659-24-090775,2024-09-18,1,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,2844.0,2844.0,0.0,,,,0001104659-24-090775,2024-09-18,2,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,1590.0,1590.0,0.0,,,,0001104659-24-090775,2024-09-18,3,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,493.0,493.0,0.0,,,,0001104659-24-090775,2024-09-18,4,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,1246.0,1246.0,0.0,,,,0001104659-24-090775,2024-09-18,5,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,1895.0,1895.0,0.0,,,,0001104659-24-090775,2024-09-18,6,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,50.0,50.0,0.0,,,,0001104659-24-090775,2024-09-18,7,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,50.0,50.0,0.0,,,,0001104659-24-090775,2024-09-18,8,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,1060.0,1060.0,0.0,,,,0001104659-24-090775,2024-09-18,9,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,ADVISORY RESOLUTION TO APPROVE EXECUTIVE COMPENSATION,,ISSUER,FOR,FOR,2055.0,2055.0,0.0,,,,0001104659-24-090775,2024-09-18,10,0000842941,Haverford Trust Co,0000842941,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,750.0,750.0,0.0,,,,0001104659-24-090827,2024-09-18,0,0001511229,"Orca Investment Management, LLC",0001511229,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Shareholder opportunity to vote on excessive golden parachutes,,ISSUER,FOR,AGAINST,750.0,750.0,0.0,,,,0001104659-24-090827,2024-09-18,1,0001511229,"Orca Investment Management, LLC",0001511229,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,7312.0,7312.0,0.0,,,,0001104659-24-090827,2024-09-18,2,0001511229,"Orca Investment Management, LLC",0001511229,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Shareholder opportunity to vote on excessive golden parachutes,,ISSUER,FOR,AGAINST,7312.0,7312.0,0.0,,,,0001104659-24-090827,2024-09-18,3,0001511229,"Orca Investment Management, LLC",0001511229,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,3033.0,3033.0,0.0,,,,0001104659-24-091129,2024-09-18,0,0001639666,"ISTHMUS PARTNERS, LLC",0001639666,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation.,,,FOR,FOR,4075.1507,4075.1507,0.0,,,"",0001104659-24-091138,2024-09-18,0,0000806097,MERIDIAN MANAGEMENT CO,"",vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Shareholder opportunity to vote on excessive golden parachute.,,,AGAINST,FOR,4075.1507,4075.1507,0.0,,,"",0001104659-24-091138,2024-09-18,1,0000806097,MERIDIAN MANAGEMENT CO,"",vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation.,,,FOR,FOR,247.0,247.0,0.0,,,"",0001104659-24-091138,2024-09-18,2,0000806097,MERIDIAN MANAGEMENT CO,"",vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Shareholder opportunity to vote on excessive golden parachute.,,,AGAINST,FOR,247.0,247.0,0.0,,,"",0001104659-24-091138,2024-09-18,3,0000806097,MERIDIAN MANAGEMENT CO,"",vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation.,,,FOR,FOR,2250.0,2250.0,0.0,,,"",0001104659-24-091138,2024-09-18,4,0000806097,MERIDIAN MANAGEMENT CO,"",vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Shareholder opportunity to vote on excessive golden parachute.,,,AGAINST,FOR,2250.0,2250.0,0.0,,,"",0001104659-24-091138,2024-09-18,5,0000806097,MERIDIAN MANAGEMENT CO,"",vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,15204.0,15204.0,0.0,,,,0001104659-24-091224,2024-09-18,0,0001392364,L & S Advisors Inc,0001392364,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,10955.0,10955.0,0.0,,,,0001105467-24-000005,2024-09-18,0,0001105467,SAWGRASS ASSET MANAGEMENT LLC,0001105467,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,759.0,759.0,0.0,,,,0001105863-24-000006,2024-09-18,0,0001105863,AUXIER ASSET MANAGEMENT,0001105863,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,404.0,404.0,0.0,,,,0001105863-24-000006,2024-09-18,0,0001105863,AUXIER ASSET MANAGEMENT,0001105863,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,331395.0,331395.0,0.0,,,,0001115055-24-000165,2024-09-18,0,0001115055,PINNACLE FINANCIAL PARTNERS INC,0001115055,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,7585.0,7585.0,0.0,,,,0001123812-24-000008,2024-09-18,0,0001123812,PROFFITT & GOODSON INC,0001123812,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,45963.0,45963.0,0.0,,,,0001125727-24-000017,2024-09-18,0,0001125727,FIRST INTERSTATE BANK,0001125727,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,71356.0,71356.0,0.0,,,,0001128213-24-000006,2024-09-18,0,0001128213,"PETTYJOHN, WOOD & WHITE, INC",0001128213,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,118691.0,118691.0,0.0,,,,0001128251-24-000005,2024-09-18,0,0001128251,DUPONT CAPITAL MANAGEMENT CORP,0001128251,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,3151.0,3151.0,0.0,,,,0001130344-24-000005,2024-09-18,0,0001130344,FIRST COMMUNITY TRUST NA,0001130344,filer_cik
JPMORGAN CHASE & CO.,,,,2024-05-21,1,"Proposal to approve, on an advisory basis, executive compensation.",,,AGAINST,AGAINST,2538.0,1269.0,0.0,,,,0001134687-24-000007,2024-09-18,0,0001134687,PRENTISS SMITH & CO INC,0001134687,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Linda B. Bammann,,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,0,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Stephen B. Burke,,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,1,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Todd A. Combs,,ISSUER,AGAINST,AGAINST,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,2,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Alicia Boler Davis,,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,3,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: James Dimon,,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,4,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Alex Gorsky,,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,5,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Mellody Hobson,,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,6,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Phebe N. Novakovic,,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,7,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Virginia M. Rometty,,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,8,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Mark A. Weinberger,,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,9,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,10,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,"Approval of amended and restated long-term incentive plan effective May 21, 2024",,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,11,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Ratification of independent registered public accounting firm,,ISSUER,FOR,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,12,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Independent board chairman,,SECURITY HOLDER,AGAINST,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,13,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Humanitarian risks due to climate change policies,,SECURITY HOLDER,FOR,AGAINST,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,14,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Indigenous peoples rights indicators,,SECURITY HOLDER,FOR,AGAINST,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,15,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Proxy voting alignment,,SECURITY HOLDER,FOR,AGAINST,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,16,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Report on due diligence in conflict-affected and high-risk areas,,SECURITY HOLDER,FOR,AGAINST,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,17,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Shareholder opportunity to vote on excessive golden parachutes,,SECURITY HOLDER,AGAINST,FOR,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,18,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Report on respecting workforce civil liberties,,SECURITY HOLDER,FOR,AGAINST,22000.0,22000.0,0.0,,S000016708,,0001135428-24-000051,2024-09-18,19,0000878719,ADVISORS' INNER CIRCLE FUND,S000016708,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Linda B. Bammann,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,0,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Stephen B. Burke,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,1,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Todd A. Combs,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,2,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Alicia Boler Davis,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,3,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: James Dimon,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,4,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Alex Gorsky,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,5,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Mellody Hobson,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,6,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Phebe N. Novakovic,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,7,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Virginia M. Rometty,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,8,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Election of Director: Mark A. Weinberger,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,9,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,10,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,"Approval of amended and restated long-term incentive plan effective May 21, 2024",,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,11,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Ratification of independent registered public accounting firm,,ISSUER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,12,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Independent board chairman,,SECURITY HOLDER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,13,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Humanitarian risks due to climate change policies,,SECURITY HOLDER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,14,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Indigenous peoples' rights indicators,,SECURITY HOLDER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,15,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Proxy voting alignment,,SECURITY HOLDER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,16,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Report on due diligence in conflict-affected and high-risk areas,,SECURITY HOLDER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,17,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Shareholder opportunity to vote on excessive golden parachutes,,SECURITY HOLDER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,18,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Proposal Withdrawn,,SECURITY HOLDER,AGAINST,Abstain,0.0,0.0,0.0,,S000084215,,0001135428-24-000071,2024-09-18,19,0000890540,Advisors' Inner Circle Fund II,S000084215,vote_series
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,ISSUER,AGAINST,AGAINST,2283504.0,2283504.0,8662.0,,,,0001137774-24-000158,2024-09-18,0,0001316541,PGIM Quantitative Solutions LLC,0001316541,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,30.0,30.0,0.0,,,,0001140361-24-033397,2024-09-18,0,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,80.0,80.0,0.0,,,,0001140361-24-033397,2024-09-18,1,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,50.0,50.0,0.0,,,,0001140361-24-033397,2024-09-18,2,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,175.0,175.0,0.0,,,,0001140361-24-033397,2024-09-18,3,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,150.0,150.0,0.0,,,,0001140361-24-033397,2024-09-18,4,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,50.0,50.0,0.0,,,,0001140361-24-033397,2024-09-18,5,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,150.0,150.0,0.0,,,,0001140361-24-033397,2024-09-18,6,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,150.0,150.0,0.0,,,,0001140361-24-033397,2024-09-18,7,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,90.0,90.0,0.0,,,,0001140361-24-033397,2024-09-18,8,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,80.0,80.0,0.0,,,,0001140361-24-033397,2024-09-18,9,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,60.0,60.0,0.0,,,,0001140361-24-033397,2024-09-18,10,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
JPMORGAN CHASE & CO.,46625H100,US46625H1005,BBG000DMBXR2,2024-05-21,1,Advisory resolution to approve executive compensation,,,FOR,FOR,90.0,90.0,0.0,,,,0001140361-24-033397,2024-09-18,11,0001387399,"West Oak Capital, LLC",0001387399,filer_cik
